ID,Partition,Species,Baseline MG94xREV,Baseline MG94xREV omega ratio,Corrected P-value,Full adaptive model,Full adaptive model (non-synonymous subs/site),Full adaptive model (synonymous subs/site),LRT,Nucleotide GTR,Rate Classes,Uncorrected P-value,Original Name,Number of Sites,Condition,Rate Class,omega,proportion
OG10072,0,aipysurusLaevis,0.0359282669718106,0.3305415959483596,2.220446049250313e-16,88.67581467794739,88.66169404254072,0.01412063540663001,74.54548099850945,0.03553832190248735,2,5.551115123125783e-17,,795,Aipysurus laevis,1,0.09384925326723748,0.9741297465644736
OG10072,0,aipysurusLaevis,0.0359282669718106,0.3305415959483596,2.220446049250313e-16,88.67581467794739,88.66169404254072,0.01412063540663001,74.54548099850945,0.03553832190248735,2,5.551115123125783e-17,,795,Aipysurus laevis,2,100000,0.0258702534355264
OG10072,0,najaNaja,0.05056533773407074,0.3019149739620954,0,154.0802664086028,154.0594008271808,0.0208655814219918,81.38541959641407,0.04959038448960478,2,0,,795,Terrestrial,1,0.1288471830581047,0.9695789553090922
OG10072,0,najaNaja,0.05056533773407074,0.3019149739620954,0,154.0802664086028,154.0594008271808,0.0208655814219918,81.38541959641407,0.04959038448960478,2,0,,795,Terrestrial,2,100000,0.03042104469090778
OG10128,0,aipysurusLaevis,0.1359553463376425,0.5806773201526538,0,576.2101800697957,576.1971742980045,0.01300577179123931,335.8552384103114,0.1339471130965653,2,0,,833,Aipysurus laevis,1,0,0.8479376756550744
OG10128,0,aipysurusLaevis,0.1359553463376425,0.5806773201526538,0,576.2101800697957,576.1971742980045,0.01300577179123931,335.8552384103114,0.1339471130965653,2,0,,833,Aipysurus laevis,2,100000,0.1520623243449256
OG10169,0,aipysurusLaevis,0.05697758093266495,0.6762722016489058,0,0.5533613294205645,0.541821375352441,0.01153995406812348,93.57642301730812,0.05682931948659526,2,0,,912,Aipysurus laevis,1,0.1460248135891317,0.9413221323366492
OG10169,0,aipysurusLaevis,0.05697758093266495,0.6762722016489058,0,0.5533613294205645,0.541821375352441,0.01153995406812348,93.57642301730812,0.05682931948659526,2,0,,912,Aipysurus laevis,2,310.363158170475,0.05867786766335081
OG10169,0,notechisScutatus,0.008788678678385776,1.018682975770741,1.512423071647895e-5,1.491879651757106,1.489796393880217,0.002083257876889173,22.19352341272315,0.009196696436207614,2,5.041410238826316e-6,,912,Terrestrial,1,0.9486127840766265,0.9972147160610316
OG10169,0,notechisScutatus,0.008788678678385776,1.018682975770741,1.512423071647895e-5,1.491879651757106,1.489796393880217,0.002083257876889173,22.19352341272315,0.009196696436207614,2,5.041410238826316e-6,,912,Terrestrial,2,100000,0.002785283938968375
OG10200,0,notechisScutatus,0.01587367826807558,0.5980287443526331,0,16.45751352555078,16.45383393505097,0.003679590499818078,94.9746048937759,0.01580804507682775,2,0,,767,Terrestrial,1,0,0.9830965479397717
OG10200,0,notechisScutatus,0.01587367826807558,0.5980287443526331,0,16.45751352555078,16.45383393505097,0.003679590499818078,94.9746048937759,0.01580804507682775,2,0,,767,Terrestrial,2,100000,0.01690345206022825
OG10212,0,najaNaja,0.01584605711970672,0.1123633203115743,9.024345337671491e-7,0.06367613811506376,0.05233189807584724,0.01134424003921653,28.38548531772176,0.01568047636615532,2,2.256086334417873e-7,,741,Terrestrial,1,0,0.9938383760096633
OG10212,0,najaNaja,0.01584605711970672,0.1123633203115743,9.024345337671491e-7,0.06367613811506376,0.05233189807584724,0.01134424003921653,28.38548531772176,0.01568047636615532,2,2.256086334417873e-7,,741,Terrestrial,2,314.0710643937288,0.006161623990336706
OG10227,0,aipysurusLaevis,0.02475040715799776,0.7647635604016044,0,0.2247379157008706,0.2205311987781148,0.004206716922755787,79.3033655468762,0.02469573988543439,2,0,,793,Aipysurus laevis,1,0.6821217629671491,0.9821146618158505
OG10227,0,aipysurusLaevis,0.02475040715799776,0.7647635604016044,0,0.2247379157008706,0.2205311987781148,0.004206716922755787,79.3033655468762,0.02469573988543439,2,0,,793,Aipysurus laevis,2,1234.811012810064,0.0178853381841495
OG10232,0,aipysurusLaevis,0.07002846308484988,0.7022229290150738,0,1.131513801161341,1.125121079852532,0.006392721308809484,183.4770810215332,0.06998544347291401,2,0,,760,Aipysurus laevis,1,0.1372506535244792,0.911341699841229
OG10232,0,aipysurusLaevis,0.07002846308484988,0.7022229290150738,0,1.131513801161341,1.125121079852532,0.006392721308809484,183.4770810215332,0.06998544347291401,2,0,,760,Aipysurus laevis,2,718.0061840945788,0.08865830015877096
OG10246,0,pseudonajaTextilis,0.01384394560779451,0.7060952966002145,9.018315040978386e-4,0.02909649639248019,0.02392450372505111,0.005171992667429073,14.63307711721791,0.01371740818071604,2,2.254578760244597e-4,,784,Terrestrial,1,0.3760641089872389,0.992187058584308
OG10246,0,pseudonajaTextilis,0.01384394560779451,0.7060952966002145,9.018315040978386e-4,0.02909649639248019,0.02392450372505111,0.005171992667429073,14.63307711721791,0.01371740818071604,2,2.254578760244597e-4,,784,Terrestrial,2,218.740963878496,0.007812941415691999
OG10255,0,pseudonajaTextilis,0.01043983593929063,0.4398133218330474,3.864555120358659e-9,8.585910018823597,8.582458739004615,0.003451279818982663,39.26671420186904,0.009881055708456106,2,9.661387800896648e-10,,803,Terrestrial,1,0.2674906562927845,0.9903313583722873
OG10255,0,pseudonajaTextilis,0.01043983593929063,0.4398133218330474,3.864555120358659e-9,8.585910018823597,8.582458739004615,0.003451279818982663,39.26671420186904,0.009881055708456106,2,9.661387800896648e-10,,803,Terrestrial,2,100000,0.009668641627712748
OG10359,0,aipysurusLaevis,0.0453758112119954,0.5765315835357728,0,102.9792809689345,102.9688205331148,0.01046043581966254,95.26938782991874,0.04500597287483728,2,0,,788,Aipysurus laevis,1,0.1906523106979972,0.9604920434487584
OG10359,0,aipysurusLaevis,0.0453758112119954,0.5765315835357728,0,102.9792809689345,102.9688205331148,0.01046043581966254,95.26938782991874,0.04500597287483728,2,0,,788,Aipysurus laevis,2,100000,0.03950795655124162
OG10363,0,aipysurusLaevis,0.03193535113924895,0.6381441517402979,0,55.13625652918829,55.13060177384878,0.005654755339515168,111.5317317779973,0.03186561039840495,2,0,,796,Aipysurus laevis,1,0.07042071531840863,0.963847364766998
OG10363,0,aipysurusLaevis,0.03193535113924895,0.6381441517402979,0,55.13625652918829,55.13060177384878,0.005654755339515168,111.5317317779973,0.03186561039840495,2,0,,796,Aipysurus laevis,2,100000,0.03615263523300205
OG10371,0,aipysurusLaevis,0.04064046812451395,0.7722141006604428,1.765254609153999e-13,0.2934754153248243,0.2844780106821891,0.008997404642635126,59.22718389410329,0.0405826589492826,2,4.413136522884997e-14,,774,Aipysurus laevis,1,0.5215610874199273,0.972593718268989
OG10371,0,aipysurusLaevis,0.04064046812451395,0.7722141006604428,1.765254609153999e-13,0.2934754153248243,0.2844780106821891,0.008997404642635126,59.22718389410329,0.0405826589492826,2,4.413136522884997e-14,,774,Aipysurus laevis,2,455.7897543171143,0.02740628173101101
OG10381,0,notechisScutatus,0.03240741211303554,0.5221111548808782,0,53.99772161846847,53.99336600855199,0.004355609916469452,143.5341462505621,0.03258287512496525,2,0,,781,Terrestrial,1,0.1528473256554313,0.9610929820644579
OG10381,0,notechisScutatus,0.03240741211303554,0.5221111548808782,0,53.99772161846847,53.99336600855199,0.004355609916469452,143.5341462505621,0.03258287512496525,2,0,,781,Terrestrial,2,100000,0.03890701793554208
OG10390,0,aipysurusLaevis,0.0788199787849975,0.3779495727035756,0,1.188038108924126,1.168782370736609,0.01925573818751723,166.6681441799465,0.07743598353773812,2,0,,796,Aipysurus laevis,1,0.03121943655067889,0.9245167319974912
OG10390,0,aipysurusLaevis,0.0788199787849975,0.3779495727035756,0,1.188038108924126,1.168782370736609,0.01925573818751723,166.6681441799465,0.07743598353773812,2,0,,796,Aipysurus laevis,2,204.7827862544868,0.07548326800250882
OG10390,0,najaNaja,0.09529107557940307,0.2834706046788759,0,36.90520228586043,36.87665562286218,0.02854666299825112,142.4399982130562,0.09136646332663338,2,0,,796,Terrestrial,1,0.006458796018971007,0.9143067228541019
