OG83	GO:0005737, GO:0120162, GO:0005813, GO:0051959, GO:0005874, GO:0030175, GO:0060236, GO:0008569, GO:0032388, GO:0033962, GO:0034063, GO:0051293, GO:0090235, GO:1905832, GO:0005868, GO:0030286, GO:0007018, GO:0005524, GO:0003777
OG197	GO:0005654, GO:0045892, GO:0000122, GO:0001085, GO:0017053, GO:0003714, GO:0050769, GO:0003676
OG205	GO:0008270, GO:0003676, GO:0000981, GO:0006355, GO:0003677, GO:0005634, GO:0005654, GO:0005737, GO:0019899, GO:0000978, GO:0045893, GO:0005667, GO:0001227, GO:0000122, GO:0016604, GO:0071559, GO:0043565
OG250	GO:0005515, GO:0035987, GO:0005595, GO:0062023, GO:0030199
OG463	GO:0004386, GO:0005634, GO:0005737, GO:0043066, GO:0043491, GO:0042802, GO:0045944, GO:0016604, GO:0045171, GO:0006302, GO:0006974, GO:0005654, GO:0070301, GO:0008543, GO:0006376, GO:0000228, GO:0034599, GO:0030424, GO:0030426, GO:0010976, GO:0000165, GO:0071300, GO:0033120, GO:0007623, GO:0044344, GO:2000144, GO:0001147, GO:0006353, GO:0006369, GO:0060566, GO:2000806
OG582	GO:0005634, GO:0097190, GO:0006351
OG601	GO:0005634, GO:0097190, GO:0006351
OG603	GO:0030054, GO:0030036, GO:0003779, GO:0007507
OG651	GO:0005654, GO:0003677, GO:0045893, GO:0006337, GO:0006338, GO:0016514, GO:0030520, GO:0035060, GO:0030521, GO:0016922, GO:0042921, GO:0000785, GO:0070603
OG665	GO:0010719, GO:0046983
OG966	GO:0005515
OG1018	GO:0097190, GO:0003677
OG1046	GO:0005829, GO:0072659, GO:0005886, GO:0043231, GO:0005794, GO:0005085, GO:0032869, GO:0032593, GO:0030904, GO:0005515
OG1121	GO:0030971, GO:0042803, GO:0009986, GO:0005886, GO:0030326, GO:0090090, GO:0001932, GO:0008104, GO:0009953, GO:0042733, GO:0001942, GO:0042475, GO:0001822, GO:0031594, GO:0009954, GO:0030279, GO:0016055, GO:0048856, GO:0150094, GO:0060173, GO:0050731, GO:0043113, GO:0050771, GO:0051124, GO:0071340, GO:0097104, GO:0097105, GO:1901631, GO:1904395, GO:0005509, GO:0005515
OG1149	GO:0005737, GO:0043621, GO:0042802, GO:0030165, GO:0001932, GO:0031648, GO:0001965, GO:0005085, GO:0090090, GO:0007264, GO:0005109, GO:0003383, GO:0031098, GO:0035567, GO:0030054, GO:0030705, GO:0016055, GO:0005515
OG1482	GO:0003677, GO:0005634
OG1565	GO:0004842, GO:0016607, GO:0019901, GO:0032991, GO:0005813, GO:0001701, GO:0048568, GO:0006974, GO:0035264, GO:0061630, GO:0061053, GO:0006511, GO:0006275, GO:0006397, GO:0016567, GO:0003676, GO:0008270
OG1616	GO:0042802, GO:0042803, GO:0010628, GO:0019900, GO:0030017, GO:0006936, GO:0031430, GO:0010737, GO:0050714, GO:0005515
OG1649	GO:0005654, GO:0005886, GO:0016477, GO:0030054, GO:0048488, GO:0043065, GO:0060088, GO:0001843, GO:0060122, GO:0005911, GO:0016323, GO:0008104, GO:0005912, GO:0008283, GO:0071896, GO:0036342, GO:0031252, GO:0035748, GO:0016331, GO:0098609, GO:0090630, GO:0042734, GO:0002093, GO:0021747, GO:0045211, GO:0016080, GO:0042060, GO:0045930, GO:0001772, GO:0001921, GO:0035089, GO:0050918, GO:0060603, GO:0044291, GO:0046007, GO:0032729, GO:0001768, GO:0030859, GO:0005515, GO:0060561, GO:0034750
OG1708	GO:0042127, GO:0043547, GO:0005096, GO:0005515, GO:0005085, GO:0007165, GO:0007264, GO:0005622, GO:0017034
OG1742	GO:0017147, GO:0060070, GO:0042813, GO:0005515, GO:0045944, GO:0060444, GO:0009952, GO:0005886, GO:0035019, GO:0042632, GO:0045893, GO:0045668, GO:0042074, GO:0008203, GO:0001702, GO:0051091, GO:0042733, GO:0035108, GO:0043235, GO:0008284, GO:0042981, GO:0033690, GO:0045669, GO:0071901, GO:0001944, GO:0060033, GO:1902262, GO:0002076, GO:0061178, GO:0046849, GO:0008217, GO:0045840, GO:0002053, GO:0060042, GO:0060603, GO:0045600, GO:0061299, GO:0060348, GO:0060764, GO:0035426, GO:0061304, GO:0110135, GO:0071936, GO:0006007, GO:0048539, GO:0060349, GO:0060612
OG1882	GO:0005634, GO:0005654, GO:0000902, GO:0010628, GO:0043066, GO:0045944, GO:0003713, GO:0003677, GO:0003682, GO:0045444, GO:0045893, GO:0007420, GO:0008284, GO:0008134, GO:0001701, GO:0003712, GO:0046966, GO:0016592, GO:0005730, GO:0071364, GO:0043010, GO:0035050, GO:0045648, GO:0044877, GO:0007507, GO:0000122, GO:0006355, GO:0033598, GO:0001889, GO:0030224, GO:0003714, GO:1990841, GO:0003222, GO:0006606, GO:0060261, GO:0030216, GO:0030374, GO:0035257, GO:0001525, GO:0010839, GO:0045618, GO:0009887, GO:0042789, GO:0030331, GO:0035116, GO:0035357, GO:0007595, GO:0035729, GO:0016922, GO:2001141, GO:0042974, GO:0045665, GO:0007275, GO:0060744, GO:0060335, GO:0097067, GO:0071383, GO:0042975, GO:0001892, GO:0060745, GO:0060750, GO:0002088, GO:0070562, GO:0033148, GO:0006590, GO:0031100, GO:0035162, GO:0048822, GO:0070318, GO:2000347, GO:0042809, GO:0050693, GO:0002154, GO:0003406, GO:0006702, GO:0030518, GO:0035855, GO:0048821, GO:0006357
OG1930	GO:0005634, GO:0005737, GO:0030425, GO:0043014, GO:0030424, GO:0043204, GO:0030517, GO:2000758, GO:0003824
OG1975	GO:0005634, GO:0005654, GO:0005829, GO:0031011, GO:0003677, GO:0045944, GO:0016604, GO:0006302, GO:0071479, GO:2000045, GO:0043014, GO:0000724, GO:0030307, GO:0070914, GO:0000070, GO:0034644, GO:0008094, GO:0051225, GO:0010571, GO:0006338, GO:0006281, GO:0016887, GO:0006351, GO:0005524, GO:0070615
OG2099	GO:0005737, GO:0007186, GO:0001664, GO:0035556, GO:0005515, GO:0005085, GO:0007266, GO:0005089, GO:0035023
OG2114	GO:0005829, GO:0042169, GO:0005783, GO:0007165, GO:0005525, GO:0003924
OG2144	GO:0004713, GO:0006468, GO:0004672, GO:0005524
OG2153	GO:0005886, GO:0032991, GO:0005938, GO:0090150, GO:0008277, GO:0005856, GO:0005515
OG2172	GO:0098978, GO:0051965, GO:0099055, GO:0009617, GO:0030246, GO:0007166, GO:0004888, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0050808
OG2269	GO:0042802, GO:0042826
OG2293	GO:0005634, GO:0004713, GO:0016604, GO:0006974, GO:0042393, GO:0000793, GO:0016572, GO:0006338, GO:0006333, GO:0043596, GO:0035173, GO:0005721, GO:0005515
OG2298	GO:0098978, GO:0051965, GO:0099055, GO:0009617, GO:0030246, GO:0007166, GO:0004888, GO:0016021, GO:0007186, GO:0004930, GO:0016020, GO:0050808
OG2505	GO:0034066, GO:0016020, GO:0032991, GO:0005829, GO:0031267, GO:0042147, GO:0043547, GO:0005085, GO:1903363, GO:1904888, GO:0006886, GO:0005515, GO:0003330
